tour,spring,summer,autumn,winter
열린맘공원,1,0,1,0
욧골어린이공원,1,0,1,0
장다리공원,1,0,1,1
재간령어린이공원,1,0,1,0
칠서수변생태공원,1,0,1,0
태양근린공원,1,0,1,0
하늘빛어린이공원,1,0,1,1
합미성,1,0,1,0
눈꽃어린이공원,1,0,1,1
미산면체육공원,1,0,1,1
사계절공원,1,0,1,1
서정어린이공원,1,0,1,0
송내무지개광장,0,0,1,1
운산공원,1,0,1,0
입암공원,1,0,1,1
천년근린공원,1,0,1,1
함소꽃어린이공원,0,0,1,0
호서공원,1,0,1,0
화개공원,1,0,0,0
가조공원,1,0,1,1
꽃누리어린이공원,1,0,1,0
대롱꽃어린이공원,0,0,1,0
먹적골어린이공원,1,0,1,1
무등어린이공원,1,0,1,1
석수어린이공원,1,0,1,1
세곡천어린이공원,1,0,1,0
여수세계박람회엑스포공원,1,0,1,1
울진고산성,1,0,1,0
천주공원,1,0,1,1
관청어린이공원,1,0,1,1
괴목공원,1,0,1,0
꿈터공원,1,0,1,0
노산솔밭공원,1,0,1,1
청호공원,1,0,1,1
누리빛문화공원,1,0,1,0
상산공원,1,0,1,0
다운공원,1,0,1,1
황강체육공원,1,0,1,0
수암체육공원,1,0,1,1
구영등성,1,0,1,0
한무리공원,1,0,1,0
꾀꼬리공원,1,0,1,1
삼매봉밸리유원지,0,0,1,1
청강소공원,1,0,1,1
봉명어린이공원,1,0,1,1
염주골어린이공원,1,0,1,0
평지공원,0,0,1,1
하아그린파크,1,0,1,0
대강면체육공원,1,0,1,0
오식공원,1,0,1,0
남대천체육공원,1,0,1,0
발한공원,1,0,1,1
삼천동유아숲체험원,1,0,1,0
서가산공원,1,0,1,1
익산쌍릉공원,1,0,1,1
내포시민광장,1,0,1,0
이자산,1,0,1,0
충훈어린이공원,1,0,1,0
들놀이어린이공원,1,0,1,0
별망성공원,1,0,1,1
봉암공원,1,0,1,0
중화공원,1,0,1,0
1호근린공원,1,0,1,0
서마장어린이공원,1,0,1,1
온덕공원,1,0,1,0
장수승마공원,1,0,1,1
제2근린공원,1,0,1,1
강남어린이공원,1,0,1,0
하마터어린이공원,1,0,1,1
세운초록띠공원,1,0,1,1
봉월공원,1,0,1,1
사천성황당산성,1,0,1,1
하오치어린이공원,0,0,1,1
선비어린이공원,1,0,1,0
소래어린이공원,1,0,0,1
검단토성,1,0,1,1
본촌근린공원,1,0,1,1
논골어린이공원,1,0,1,1
다정공원,1,0,1,0
평택무성산성지,1,0,1,1
신라어린이공원,1,0,1,1
일자산해맞이광장,0,0,0,1
백사생활체육공원,1,0,1,0
보림어린이공원,1,0,1,1
보예공원,1,0,1,1
중흥어린이공원,1,0,1,0
노루어린이공원,1,0,0,1
가람누리문화공원,1,0,0,1
서홍동어린이소공원,1,0,0,1
예삐공원,1,0,0,1
재마루공원,1,0,0,1
홍두깨산,0,0,0,1
한주공원,1,0,0,1
한글어린이공원,1,0,0,1
새마을소공원,1,0,0,1
마당놀이공원,1,0,0,1
원호공원,1,0,0,1
둘리어린이공원,1,0,0,1
남양산어린이공원,1,0,0,1
푸르매공원,1,0,0,1
여분산,1,0,0,1
하길근린공원,1,0,0,1
망우체육공원,1,0,0,1
용연공원,1,0,0,1
노랑공원,1,0,0,0
탄금대레포츠공원,1,0,0,0
맘껏광장,1,0,0,0
바람근린공원,1,0,0,0
상당산성철쭉공원,1,0,0,0
꾸러기공원,1,0,0,0
